order_id,order_date,promised_delivery_date,customer_region,order_priority,order_channel,order_status
O-102617,2024-04-28,2024-05-07,Mpumalanga,Normal,Web,Completed
O-102618,2024-04-14,2024-04-22,Western Cape,Normal,Web,Completed
O-102619,2024-02-06,2024-02-10,Western Cape,Normal,Web,Completed
O-102620,2024-02-09,2024-02-14,Gauteng,Express,Web,Completed
O-102621,2024-02-07,2024-02-14,Free State,Normal,Mobile,Completed
O-102622,2024-01-25,2024-02-02,Free State,Normal,Web,Completed
O-102623,2024-03-21,2024-03-25,Free State,Express,Web,Completed
O-102624,2024-02-17,2024-02-25,KwaZulu-Natal,Normal,Mobile,Completed
O-102625,2024-04-25,2024-05-01,Western Cape,Normal,Web,Completed
O-102626,2024-02-25,2024-02-29,Gauteng,Express,Mobile,Completed
O-102627,2024-04-02,2024-04-08,Limpopo,Normal,Web,Completed
O-102628,2024-02-05,2024-02-11,Western Cape,Normal,Mobile,Completed
O-102629,2024-02-26,2024-03-04,Free State,Normal,Mobile,Completed
O-102630,2024-04-25,2024-04-30,Free State,Normal,Web,Completed
O-102631,2024-03-20,2024-03-25,KwaZulu-Natal,Normal,Mobile,Completed
O-102632,2024-04-07,2024-04-17,Limpopo,Normal,Mobile,Completed
O-102633,2024-04-23,2024-04-28,Mpumalanga,Normal,Mobile,Completed
O-102634,2024-02-26,2024-03-05,Limpopo,Normal,Web,Completed
O-102635,2024-04-20,2024-04-26,Limpopo,Normal,Mobile,Completed
O-102636,2024-04-12,2024-04-20,Western Cape,Normal,Web,Completed
O-102637,2024-03-19,2024-03-24,Free State,Express,Mobile,Completed
O-102638,2024-03-18,2024-03-24,Gauteng,Express,Mobile,Completed
O-102639,2024-04-29,2024-05-06,Gauteng,Normal,Mobile,Completed
O-102640,2024-01-28,2024-02-03,Mpumalanga,Normal,Web,Completed
O-102641,2024-02-20,2024-02-27,Western Cape,Normal,Mobile,Completed
O-102642,2024-03-14,2024-03-23,Free State,Express,Web,Completed
O-102643,2024-04-18,2024-04-25,Western Cape,Express,Web,Completed
O-102644,2024-01-24,2024-01-29,Western Cape,Normal,Mobile,Completed
O-102645,2024-04-12,2024-04-18,Mpumalanga,Normal,Mobile,Completed
O-102646,2024-03-14,2024-03-21,Western Cape,Express,Mobile,Completed
O-102647,2024-02-06,2024-02-11,Limpopo,Express,Mobile,Completed
O-102648,2024-03-26,2024-04-04,Mpumalanga,Express,Mobile,Completed
O-102649,2024-04-01,2024-04-11,Limpopo,Normal,Mobile,Completed
O-102650,2024-02-04,2024-02-11,Free State,Normal,Mobile,Completed
O-102651,2024-02-04,2024-02-09,Mpumalanga,Normal,Mobile,Completed
O-102652,2024-01-17,2024-01-22,Limpopo,Express,Web,Completed
O-102653,2024-04-10,2024-04-16,KwaZulu-Natal,Normal,Mobile,Completed
O-102654,2024-04-21,2024-04-28,Western Cape,Normal,Web,Completed
O-102655,2024-03-13,2024-03-18,Gauteng,Express,Web,Completed
O-102656,2024-01-22,2024-01-30,Limpopo,Normal,Web,Completed
O-102657,2024-01-11,2024-01-16,Limpopo,Normal,Mobile,Completed
O-102658,2024-01-21,2024-01-28,KwaZulu-Natal,Express,Web,Completed
O-102659,2024-01-08,2024-01-16,Free State,Normal,Mobile,Completed
O-102660,2024-01-16,2024-01-25,Western Cape,Express,Mobile,Completed
O-102661,2024-01-22,2024-01-30,Limpopo,Normal,Mobile,Completed
O-102662,2024-04-18,2024-04-27,KwaZulu-Natal,Express,Mobile,Completed
O-102663,2024-03-09,2024-03-14,Mpumalanga,Normal,Web,Completed
O-102664,2024-03-21,2024-03-28,Limpopo,Normal,Web,Completed
O-102665,2024-03-12,2024-03-18,Limpopo,Normal,Mobile,Completed
O-102666,2024-02-08,2024-02-15,Limpopo,Express,Mobile,Completed
O-102667,2024-02-20,2024-02-28,Gauteng,Express,Web,Completed
O-102668,2024-04-18,2024-04-26,Free State,Normal,Mobile,Completed
O-102669,2024-01-05,2024-01-10,Western Cape,Normal,Mobile,Completed
O-102670,2024-03-12,2024-03-21,Western Cape,Normal,Mobile,Completed
O-102671,2024-03-24,2024-03-31,Limpopo,Express,Mobile,Completed
O-102672,2024-01-19,2024-01-24,Mpumalanga,Express,Mobile,Completed
O-102673,2024-01-04,2024-01-10,Mpumalanga,Express,Mobile,Completed
O-102674,2024-01-07,2024-01-17,Mpumalanga,Normal,Web,Completed
O-102675,2024-01-25,2024-02-02,Gauteng,Normal,Mobile,Completed
O-102676,2024-02-23,2024-03-02,Limpopo,Normal,Mobile,Completed
O-102677,2024-03-02,2024-03-08,Free State,Normal,Mobile,Completed
O-102678,2024-04-19,2024-04-24,KwaZulu-Natal,Express,Web,Completed
O-102679,2024-04-22,2024-04-28,Mpumalanga,Normal,Web,Completed
O-102680,2024-03-12,2024-03-17,KwaZulu-Natal,Express,Mobile,Completed
O-102681,2024-04-20,2024-04-28,Mpumalanga,Normal,Web,Completed
O-102682,2024-02-02,2024-02-09,KwaZulu-Natal,Normal,Mobile,Completed
O-102683,2024-01-15,2024-01-21,Limpopo,Normal,Mobile,Completed
O-102684,2024-01-18,2024-01-26,Limpopo,Normal,Mobile,Completed
O-102685,2024-04-01,2024-04-07,Free State,Normal,Web,Completed
O-102686,2024-02-25,2024-03-06,Western Cape,Normal,Mobile,Completed
O-102687,2024-03-06,2024-03-13,Gauteng,Express,Web,Completed
O-102688,2024-03-04,2024-03-08,Gauteng,Normal,Mobile,Completed
O-102689,2024-01-30,2024-02-06,Gauteng,Express,Mobile,Completed
O-102690,2024-03-30,2024-04-08,Limpopo,Normal,Mobile,Completed
O-102691,2024-01-13,2024-01-22,Mpumalanga,Normal,Mobile,Completed
O-102692,2024-04-29,2024-05-06,Gauteng,Express,Mobile,Completed
O-102693,2024-01-15,2024-01-21,Gauteng,Normal,Mobile,Completed
O-102694,2024-01-16,2024-01-22,Mpumalanga,Normal,Mobile,Completed
O-102695,2024-04-12,2024-04-19,Mpumalanga,Express,Web,Completed
O-102696,2024-04-29,2024-05-05,Gauteng,Normal,Web,Completed
O-102697,2024-03-04,2024-03-09,Limpopo,Express,Mobile,Completed
O-102698,2024-03-13,2024-03-20,Mpumalanga,Normal,Mobile,Completed
O-102699,2024-01-15,2024-01-21,Limpopo,Express,Web,Completed
O-102700,2024-04-24,2024-05-01,Free State,Normal,Web,Completed
O-102701,2024-04-27,2024-05-06,Western Cape,Normal,Mobile,Completed
O-102702,2024-02-05,2024-02-11,Gauteng,Normal,Mobile,Completed
O-102703,2024-01-21,2024-01-28,Limpopo,Normal,Web,Completed
O-102704,2024-02-12,2024-02-22,Free State,Normal,Web,Completed
O-102705,2024-01-23,2024-02-01,Mpumalanga,Normal,Web,Completed
O-102706,2024-04-15,2024-04-25,KwaZulu-Natal,Normal,Mobile,Completed
O-102707,2024-04-12,2024-04-19,Mpumalanga,Normal,Mobile,Completed
O-102708,2024-02-07,2024-02-13,Western Cape,Normal,Mobile,Completed
O-102709,2024-03-02,2024-03-06,Free State,Express,Mobile,Completed
O-102710,2024-01-29,2024-02-05,KwaZulu-Natal,Normal,Mobile,Completed
O-102711,2024-04-29,2024-05-03,Mpumalanga,Express,Mobile,Completed
O-102712,2024-01-02,2024-01-08,Limpopo,Normal,Mobile,Completed
O-102713,2024-04-17,2024-04-27,Mpumalanga,Normal,Mobile,Completed
O-102714,2024-02-16,2024-02-24,Mpumalanga,Normal,Web,Completed
O-102715,2024-03-23,2024-03-30,Free State,Normal,Web,Completed
O-102716,2024-01-07,2024-01-16,Limpopo,Normal,Web,Completed
O-102717,2024-02-05,2024-02-11,Free State,Normal,Mobile,Completed
O-102718,2024-02-06,2024-02-14,Free State,Normal,Mobile,Completed
O-102719,2024-03-25,2024-03-31,Free State,Normal,Web,Completed
O-102720,2024-02-29,2024-03-06,Western Cape,Normal,Mobile,Completed
O-102721,2024-04-19,2024-04-23,Western Cape,Express,Web,Completed
O-102722,2024-01-16,2024-01-26,Free State,Normal,Mobile,Completed
O-102723,2024-04-08,2024-04-14,Limpopo,Express,Mobile,Completed
O-102724,2024-01-12,2024-01-20,Free State,Normal,Web,Completed
O-102725,2024-03-09,2024-03-18,KwaZulu-Natal,Normal,Mobile,Completed
O-102726,2024-03-31,2024-04-07,Western Cape,Normal,Mobile,Completed
O-102727,2024-04-01,2024-04-09,Mpumalanga,Normal,Web,Completed
O-102728,2024-01-26,2024-01-28,Western Cape,Express,Web,Completed
O-102729,2024-01-06,2024-01-13,Western Cape,Normal,Web,Completed
O-102730,2024-01-11,2024-01-22,KwaZulu-Natal,Normal,Mobile,Completed
O-102731,2024-04-27,2024-05-06,Mpumalanga,Normal,Mobile,Completed
O-102732,2024-04-01,2024-04-11,Free State,Normal,Web,Completed
O-102733,2024-03-07,2024-03-11,Western Cape,Normal,Mobile,Completed
O-102734,2024-02-10,2024-02-15,Gauteng,Express,Mobile,Completed
O-102735,2024-03-30,2024-04-03,Free State,Normal,Web,Completed
O-102736,2024-02-17,2024-02-24,Gauteng,Normal,Mobile,Completed
O-102737,2024-03-12,2024-03-19,Gauteng,Normal,Web,Completed
O-102738,2024-02-23,2024-02-26,Mpumalanga,Express,Mobile,Completed
O-102739,2024-02-29,2024-03-08,Limpopo,Normal,Mobile,Completed
O-102740,2024-03-19,2024-03-24,Free State,Normal,Web,Completed
O-102741,2024-01-24,2024-01-29,Free State,Normal,Web,Completed
O-102742,2024-02-19,2024-02-27,Gauteng,Express,Web,Completed
O-102743,2024-01-30,2024-02-05,Free State,Normal,Mobile,Completed
O-102744,2024-02-05,2024-02-13,Gauteng,Express,Web,Completed
O-102745,2024-03-30,2024-04-06,Gauteng,Normal,Mobile,Completed
O-102746,2024-03-24,2024-04-02,Mpumalanga,Normal,Mobile,Completed
O-102747,2024-01-03,2024-01-10,Free State,Normal,Web,Completed
O-102748,2024-03-08,2024-03-16,Western Cape,Normal,Web,Completed
O-102749,2024-02-04,2024-02-09,Western Cape,Express,Web,Completed
O-102750,2024-02-26,2024-03-03,Limpopo,Normal,Mobile,Completed
O-102751,2024-04-06,2024-04-14,Mpumalanga,Normal,Web,Completed
O-102752,2024-02-16,2024-02-24,Mpumalanga,Normal,Mobile,Completed
O-102753,2024-04-24,2024-05-03,Gauteng,Express,Mobile,Completed
O-102754,2024-04-21,2024-04-29,Limpopo,Normal,Mobile,Completed
O-102755,2024-04-21,2024-04-28,Western Cape,Normal,Mobile,Completed
O-102756,2024-04-12,2024-04-21,KwaZulu-Natal,Normal,Mobile,Completed
O-102757,2024-03-14,2024-03-19,KwaZulu-Natal,Normal,Mobile,Completed
O-102758,2024-02-13,2024-02-19,Free State,Normal,Web,Completed
O-102759,2024-03-15,2024-03-22,Free State,Normal,Web,Completed
O-102760,2024-03-22,2024-04-02,Free State,Normal,Web,Completed
O-102761,2024-03-17,2024-03-22,Mpumalanga,Normal,Mobile,Completed
O-102762,2024-01-28,2024-02-05,Free State,Normal,Mobile,Completed
O-102763,2024-02-04,2024-02-11,Gauteng,Normal,Web,Completed
O-102764,2024-02-22,2024-03-02,Limpopo,Express,Web,Completed
O-102765,2024-04-12,2024-04-19,KwaZulu-Natal,Normal,Mobile,Completed
O-102766,2024-03-20,2024-03-26,Western Cape,Normal,Mobile,Completed
O-102767,2024-01-14,2024-01-22,Western Cape,Normal,Mobile,Completed
O-102768,2024-02-05,2024-02-12,KwaZulu-Natal,Normal,Mobile,Completed
O-102769,2024-04-05,2024-04-12,KwaZulu-Natal,Normal,Web,Completed
O-102770,2024-03-11,2024-03-18,Limpopo,Normal,Mobile,Completed
O-102771,2024-01-25,2024-01-31,Free State,Normal,Mobile,Completed
O-102772,2024-02-08,2024-02-15,Western Cape,Express,Mobile,Completed
O-102773,2024-03-17,2024-03-22,Gauteng,Normal,Mobile,Completed
O-102774,2024-03-03,2024-03-10,Mpumalanga,Normal,Mobile,Completed
O-102775,2024-02-09,2024-02-15,Free State,Normal,Web,Completed
O-102776,2024-04-05,2024-04-11,Free State,Express,Web,Completed
O-102777,2024-02-16,2024-02-22,Limpopo,Express,Web,Completed
O-102778,2024-02-23,2024-03-03,Limpopo,Normal,Web,Completed
O-102779,2024-01-27,2024-02-02,KwaZulu-Natal,Express,Mobile,Completed
O-102780,2024-01-07,2024-01-10,Gauteng,Express,Web,Completed
O-102781,2024-04-16,2024-04-26,Western Cape,Normal,Web,Completed
O-102782,2024-01-13,2024-01-17,Free State,Normal,Mobile,Completed
O-102783,2024-01-03,2024-01-11,Limpopo,Normal,Mobile,Completed
O-102784,2024-02-14,2024-02-19,Western Cape,Normal,Mobile,Completed
O-102785,2024-03-08,2024-03-17,Free State,Normal,Mobile,Completed
O-102786,2024-02-29,2024-03-07,Western Cape,Express,Web,Completed
O-102787,2024-04-26,2024-05-02,KwaZulu-Natal,Normal,Web,Completed
O-102788,2024-01-26,2024-02-03,Limpopo,Normal,Web,Completed
O-102789,2024-04-06,2024-04-11,Gauteng,Normal,Web,Completed
O-102790,2024-01-26,2024-02-02,Limpopo,Express,Web,Completed
O-102791,2024-03-08,2024-03-15,Free State,Normal,Web,Completed
O-102792,2024-01-03,2024-01-09,Limpopo,Normal,Mobile,Completed
O-102793,2024-02-07,2024-02-15,KwaZulu-Natal,Normal,Web,Completed
O-102794,2024-02-21,2024-02-27,KwaZulu-Natal,Normal,Web,Completed
O-102795,2024-04-14,2024-04-20,Gauteng,Normal,Web,Completed
O-102796,2024-01-12,2024-01-17,Mpumalanga,Normal,Mobile,Completed
O-102797,2024-02-27,2024-03-05,Free State,Normal,Mobile,Completed
O-102798,2024-04-27,2024-05-04,Western Cape,Normal,Web,Completed
O-102799,2024-03-02,2024-03-12,KwaZulu-Natal,Normal,Mobile,Completed
O-102800,2024-01-27,2024-02-02,Limpopo,Normal,Mobile,Completed
O-102801,2024-01-20,2024-01-27,Limpopo,Normal,Web,Completed
O-102802,2024-03-26,2024-04-02,Western Cape,Normal,Mobile,Completed
O-102803,2024-03-19,2024-03-25,Free State,Normal,Web,Completed
O-102804,2024-01-14,2024-01-18,Western Cape,Normal,Mobile,Completed
O-102805,2024-02-12,2024-02-21,Gauteng,Express,Mobile,Completed
O-102806,2024-01-31,2024-02-06,Western Cape,Normal,Mobile,Completed
O-102807,2024-01-17,2024-01-21,KwaZulu-Natal,Normal,Mobile,Completed
O-102808,2024-02-07,2024-02-14,Gauteng,Normal,Mobile,Completed
O-102809,2024-03-08,2024-03-13,KwaZulu-Natal,Normal,Mobile,Completed
O-102810,2024-01-06,2024-01-12,Western Cape,Normal,Mobile,Completed
O-102811,2024-02-27,2024-03-02,Limpopo,Normal,Mobile,Completed
O-102812,2024-03-05,2024-03-11,Gauteng,Express,Web,Completed
O-102813,2024-04-04,2024-04-10,KwaZulu-Natal,Express,Web,Completed
O-102814,2024-02-16,2024-02-18,KwaZulu-Natal,Express,Web,Completed
O-102815,2024-04-16,2024-04-21,KwaZulu-Natal,Express,Mobile,Completed
O-102816,2024-02-04,2024-02-11,Limpopo,Normal,Mobile,Completed
O-102817,2024-01-17,2024-01-25,Mpumalanga,Express,Web,Completed
O-102818,2024-02-25,2024-02-29,Western Cape,Normal,Mobile,Completed
O-102819,2024-01-02,2024-01-09,Mpumalanga,Normal,Mobile,Completed
O-102820,2024-01-27,2024-02-03,Limpopo,Normal,Web,Completed
O-102821,2024-02-19,2024-02-24,KwaZulu-Natal,Express,Mobile,Completed
O-102822,2024-03-22,2024-03-28,KwaZulu-Natal,Normal,Web,Completed
O-102823,2024-02-28,2024-03-08,Gauteng,Normal,Web,Completed
O-102824,2024-04-20,2024-04-28,KwaZulu-Natal,Express,Mobile,Completed
O-102825,2024-04-15,2024-04-22,KwaZulu-Natal,Normal,Mobile,Completed
O-102826,2024-01-10,2024-01-17,KwaZulu-Natal,Normal,Mobile,Completed
O-102827,2024-03-13,2024-03-18,Western Cape,Normal,Mobile,Completed
O-102828,2024-03-26,2024-04-06,Limpopo,Normal,Web,Completed
O-102829,2024-04-02,2024-04-09,Free State,Normal,Mobile,Completed
O-102830,2024-03-03,2024-03-09,Western Cape,Normal,Web,Completed
O-102831,2024-01-25,2024-01-30,Western Cape,Normal,Web,Completed
O-102832,2024-03-21,2024-03-25,Limpopo,Normal,Mobile,Completed
O-102833,2024-01-18,2024-01-26,Free State,Normal,Mobile,Completed
O-102834,2024-03-06,2024-03-11,Gauteng,Normal,Mobile,Completed
O-102835,2024-02-25,2024-03-04,Limpopo,Express,Mobile,Completed
O-102836,2024-03-29,2024-04-04,Mpumalanga,Normal,Mobile,Completed
O-102837,2024-01-17,2024-01-22,Limpopo,Express,Web,Completed
O-102838,2024-04-12,2024-04-20,Western Cape,Normal,Web,Completed
O-102839,2024-04-12,2024-04-19,Gauteng,Normal,Web,Completed
O-102840,2024-01-26,2024-02-02,Western Cape,Normal,Web,Completed
O-102841,2024-03-19,2024-03-25,Mpumalanga,Normal,Mobile,Completed
O-102842,2024-03-01,2024-03-08,Free State,Express,Web,Completed
O-102843,2024-03-01,2024-03-08,Gauteng,Normal,Web,Completed
O-102844,2024-03-08,2024-03-15,Gauteng,Normal,Web,Completed
O-102845,2024-02-12,2024-02-20,Free State,Express,Web,Completed
O-102846,2024-01-24,2024-01-28,Gauteng,Normal,Mobile,Completed
O-102847,2024-03-02,2024-03-08,Free State,Normal,Web,Completed
O-102848,2024-03-10,2024-03-15,KwaZulu-Natal,Express,Web,Completed
O-102849,2024-03-26,2024-03-29,Western Cape,Normal,Web,Completed
O-102850,2024-01-17,2024-01-24,Limpopo,Normal,Mobile,Completed
O-102851,2024-02-22,2024-02-26,Free State,Normal,Mobile,Completed
O-102852,2024-04-14,2024-04-22,Free State,Normal,Web,Completed
O-102853,2024-03-21,2024-03-28,Gauteng,Normal,Mobile,Completed
O-102854,2024-02-28,2024-03-02,Free State,Express,Web,Completed
O-102855,2024-01-31,2024-02-07,Gauteng,Normal,Mobile,Completed
O-102856,2024-01-15,2024-01-22,Gauteng,Express,Web,Completed
O-102857,2024-02-15,2024-02-20,Mpumalanga,Express,Mobile,Completed
O-102858,2024-03-15,2024-03-21,Limpopo,Normal,Mobile,Completed
O-102859,2024-03-13,2024-03-18,Western Cape,Normal,Mobile,Completed
O-102860,2024-03-03,2024-03-09,Gauteng,Normal,Web,Completed
O-102861,2024-04-26,2024-05-04,Limpopo,Normal,Mobile,Completed
O-102862,2024-02-29,2024-03-03,Free State,Express,Web,Completed
O-102863,2024-03-10,2024-03-20,KwaZulu-Natal,Normal,Mobile,Completed
O-102864,2024-04-28,2024-05-06,Free State,Normal,Mobile,Completed
O-102865,2024-03-07,2024-03-13,Mpumalanga,Normal,Web,Completed
O-102866,2024-02-04,2024-02-12,Free State,Normal,Web,Completed
O-102867,2024-04-05,2024-04-11,Mpumalanga,Express,Web,Completed
O-102868,2024-01-04,2024-01-11,Limpopo,Normal,Mobile,Completed
O-102869,2024-03-20,2024-03-26,KwaZulu-Natal,Normal,Mobile,Completed
O-102870,2024-02-14,2024-02-21,Limpopo,Express,Mobile,Completed
O-102871,2024-01-21,2024-01-29,Western Cape,Normal,Mobile,Completed
O-102872,2024-01-16,2024-01-21,Limpopo,Express,Web,Completed
O-102873,2024-03-25,2024-03-29,Mpumalanga,Express,Mobile,Completed
O-102874,2024-04-22,2024-05-01,Free State,Normal,Web,Completed
O-102875,2024-01-07,2024-01-15,Free State,Express,Web,Completed
O-102876,2024-02-19,2024-03-01,Mpumalanga,Normal,Web,Completed
O-102877,2024-01-05,2024-01-10,Limpopo,Normal,Mobile,Completed
O-102878,2024-04-05,2024-04-11,Limpopo,Normal,Mobile,Completed
O-102879,2024-02-25,2024-02-29,Western Cape,Normal,Mobile,Completed
O-102880,2024-04-01,2024-04-05,Mpumalanga,Express,Mobile,Completed
O-102881,2024-04-05,2024-04-12,Mpumalanga,Normal,Web,Completed
O-102882,2024-03-20,2024-03-27,Gauteng,Express,Web,Completed
O-102883,2024-03-09,2024-03-17,Gauteng,Normal,Mobile,Completed
O-102884,2024-01-14,2024-01-20,Gauteng,Express,Mobile,Completed
O-102885,2024-02-21,2024-02-29,Free State,Normal,Mobile,Completed
O-102886,2024-01-19,2024-01-24,KwaZulu-Natal,Normal,Web,Completed
O-102887,2024-03-01,2024-03-09,Gauteng,Normal,Web,Completed
O-102888,2024-03-28,2024-04-01,Free State,Normal,Mobile,Completed
O-102889,2024-03-22,2024-03-27,Western Cape,Normal,Mobile,Completed
O-102890,2024-02-11,2024-02-16,Gauteng,Express,Mobile,Completed
O-102891,2024-02-10,2024-02-15,KwaZulu-Natal,Normal,Mobile,Completed
O-102892,2024-03-15,2024-03-23,Free State,Normal,Mobile,Completed
O-102893,2024-03-22,2024-03-30,Limpopo,Normal,Mobile,Completed
O-102894,2024-02-19,2024-02-25,Western Cape,Normal,Web,Completed
O-102895,2024-01-30,2024-02-03,Gauteng,Normal,Mobile,Completed
O-102896,2024-04-23,2024-04-30,Gauteng,Express,Mobile,Completed
O-102897,2024-04-24,2024-05-02,Gauteng,Normal,Web,Completed
O-102898,2024-02-01,2024-02-05,Gauteng,Express,Web,Completed
O-102899,2024-02-05,2024-02-11,Free State,Normal,Mobile,Completed
O-102900,2024-03-15,2024-03-23,Free State,Express,Mobile,Completed
O-102901,2024-01-11,2024-01-21,Free State,Normal,Mobile,Completed
O-102902,2024-03-15,2024-03-22,Mpumalanga,Normal,Mobile,Completed
O-102903,2024-03-24,2024-04-01,Free State,Normal,Mobile,Completed
O-102904,2024-03-09,2024-03-15,Gauteng,Normal,Web,Completed
O-102905,2024-03-17,2024-03-25,Gauteng,Normal,Web,Completed
O-102906,2024-03-02,2024-03-07,Gauteng,Normal,Web,Completed
O-102907,2024-02-07,2024-02-13,Western Cape,Normal,Mobile,Completed
O-102908,2024-01-22,2024-01-28,Western Cape,Normal,Web,Completed
O-102909,2024-04-19,2024-04-23,Free State,Express,Web,Completed
O-102910,2024-02-05,2024-02-10,KwaZulu-Natal,Normal,Mobile,Completed
O-102911,2024-04-03,2024-04-12,Limpopo,Normal,Mobile,Completed
O-102912,2024-02-27,2024-03-03,Gauteng,Express,Web,Completed
O-102913,2024-03-31,2024-04-04,Free State,Normal,Mobile,Completed
O-102914,2024-01-07,2024-01-15,Limpopo,Normal,Web,Completed
O-102915,2024-03-23,2024-03-26,Mpumalanga,Express,Web,Completed
O-102916,2024-04-15,2024-04-22,KwaZulu-Natal,Normal,Mobile,Completed
O-102917,2024-01-10,2024-01-18,KwaZulu-Natal,Normal,Web,Completed
O-102918,2024-01-25,2024-01-31,Free State,Normal,Mobile,Completed
O-102919,2024-03-19,2024-03-28,Limpopo,Normal,Mobile,Completed
O-102920,2024-01-29,2024-02-06,Limpopo,Express,Mobile,Completed
O-102921,2024-02-19,2024-02-25,Mpumalanga,Normal,Mobile,Completed
O-102922,2024-03-25,2024-04-02,Free State,Normal,Web,Completed
O-102923,2024-04-06,2024-04-11,Gauteng,Express,Mobile,Completed
O-102924,2024-02-08,2024-02-14,KwaZulu-Natal,Normal,Web,Completed
O-102925,2024-04-01,2024-04-09,Free State,Normal,Mobile,Completed
O-102926,2024-02-28,2024-03-02,Gauteng,Express,Mobile,Completed
O-102927,2024-02-03,2024-02-07,Free State,Normal,Mobile,Completed
O-102928,2024-04-27,2024-05-01,Free State,Normal,Mobile,Completed
O-102929,2024-04-02,2024-04-13,Western Cape,Normal,Mobile,Completed
O-102930,2024-03-14,2024-03-20,Western Cape,Normal,Mobile,Completed
O-102931,2024-01-24,2024-02-01,Limpopo,Normal,Web,Completed
O-102932,2024-01-22,2024-01-28,Western Cape,Normal,Mobile,Completed
O-102933,2024-02-22,2024-02-28,Free State,Normal,Mobile,Completed
O-102934,2024-02-01,2024-02-09,KwaZulu-Natal,Normal,Mobile,Completed
O-102935,2024-04-07,2024-04-14,Free State,Normal,Mobile,Completed
O-102936,2024-03-11,2024-03-19,Western Cape,Normal,Web,Completed
O-102937,2024-03-19,2024-03-27,Free State,Normal,Web,Completed
O-102938,2024-02-05,2024-02-15,Limpopo,Normal,Web,Completed
O-102939,2024-01-23,2024-02-01,Western Cape,Normal,Web,Completed
O-102940,2024-01-14,2024-01-22,Limpopo,Normal,Web,Completed
O-102941,2024-01-08,2024-01-13,Limpopo,Normal,Mobile,Completed
O-102942,2024-04-28,2024-05-04,Western Cape,Normal,Web,Completed
